0	affirm
1	ask_builder
2	ask_faq_channels
3	ask_faq_community_size
4	ask_faq_differencecorenlu
5	ask_faq_languages
6	ask_faq_opensource
7	ask_faq_platform
8	ask_faq_python_version
9	ask_faq_slots
10	ask_faq_tutorials
11	ask_faq_voice
12	ask_faq_what_is_forum
13	ask_how_contribute
14	ask_howbuilt
15	ask_howdoing
16	ask_howold
17	ask_isbot
18	ask_languagesbot
19	ask_question_in_forum
20	ask_restaurant
21	ask_time
22	ask_weather
23	ask_whatismyname
24	ask_whatisrasa
25	ask_whatspossible
26	ask_when_next_event
27	ask_wherefrom
28	ask_which_events
29	ask_whoami
30	ask_whoisit
31	ask_why_contribute
32	bye
33	canthelp
34	contact_sales
35	deny
36	enter_data
37	greet
38	handleinsult
39	how_to_get_started
40	human_handoff
41	install_rasa
42	next_step
43	nicetomeeyou
44	nlu_generation_tool_recommendation
45	nlu_info
46	out_of_scope
47	pipeline_recommendation
48	rasa_cost
49	react_negative
50	react_positive
51	signup_newsletter
52	source_code
53	switch
54	technical_question
55	telljoke
56	thank
